id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
724770888609498225,Louttit Bay Apartment 1,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54087,143.97461,Entire home/apt,520.0,2,1,2024-01-28,0.09,539,261,1,
724880975916249146,7 Almira,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40161,144.19406,Entire home/apt,298.0,2,0,,,539,242,0,
724897578546624213,8 Birdie Ave,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41071,144.1694,Entire home/apt,286.0,2,0,,,539,280,0,
724952952920916412,A River Bed,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46263,144.09926,Entire home/apt,171.0,2,0,,,539,29,0,
725020391522100719,Aireys Oasis,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46067,144.10742,Entire home/apt,350.0,2,1,2023-04-30,0.05,539,252,0,
725422654388561516,3 bedroom home w access to pool & 5 min to beach,191628404,Jarrod,,Surf Coast,-38.30957,144.346,Entire home/apt,536.0,3,1,2024-03-14,0.1,1,342,1,
725491497493253237,Alto Vista,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54755,143.9751,Entire home/apt,541.0,2,2,2024-09-29,0.18,539,236,2,
725501063585701168,Adrift - Discover Spectacular Views,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54577,143.97565,Entire home/apt,536.0,2,0,,,539,265,0,
725524264787008172,Anglesea Oasis,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41432,144.17361,Entire home/apt,433.0,2,0,,,539,288,0,
725559935220163594,Apartment 15 Kalimna,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5466,143.98248,Entire home/apt,281.0,2,0,,,539,256,0,
725570016444007303,Apartment 2 Kalimna,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54698,143.98266,Entire home/apt,300.0,2,0,,,539,47,0,
725575039708475809,Apartment 21 Kalimna,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54755,143.98263,Entire home/apt,300.0,2,0,,,539,116,0,
725582425731714445,Peaceful Otways and Great Ocean Rd  escape,736254,Timothy,,Colac Otway,-38.666,143.85818,Entire home/apt,550.0,2,30,2024-11-03,1.13,1,147,6,
725665150656669269,Apartment 18 Kalimna,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54657,143.98384,Entire home/apt,341.0,2,1,2024-01-07,0.08,539,273,1,
725674157833246754,Lotus House,129945846,Queenscliff And Coastal,,Queenscliffe,-38.2728,144.62409,Entire home/apt,558.0,2,6,2024-09-08,0.25,55,332,4,
725689796799460535,Avirgonia,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52627,143.97878,Entire home/apt,551.0,2,1,2022-11-01,0.04,539,269,0,
725909741758146066,Beachside On Melba,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42431,144.1778,Entire home/apt,411.0,2,0,,,539,268,0,
725926851011833859,Belvedere Four,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52897,143.97443,Entire home/apt,797.0,2,1,2023-06-11,0.05,539,268,0,
726168942780609659,Bertram at Lorne,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52019,143.98585,Entire home/apt,444.0,2,1,2023-03-13,0.05,539,258,0,
726177520774318403,Belle Vue Anglesea,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41951,144.17123,Entire home/apt,551.0,2,0,,,539,256,0,
726182251176901822,Sea Breeze Sanctuary: Pet-Friendly Family Home,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.2641448,144.5392903,Entire home/apt,576.0,2,42,2024-11-28,1.59,137,149,11,
726224311349092246,Bluview at Lorne,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52764,143.98218,Entire home/apt,575.0,2,0,,,539,266,0,
726234395248893457,Boston Beach House,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53756,143.97203,Entire home/apt,581.0,2,0,,,539,237,0,
726243948108852619,Bowerbird At Lorne,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54287,143.97312,Entire home/apt,588.0,2,1,2023-02-18,0.04,539,277,0,
726249480719552160,Breakers 12,84586909,Great Ocean Road Holidays,,Surf Coast,-38.531,143.97759,Entire home/apt,371.0,2,0,,,539,196,0,
726251529325746612,Breakers 4,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53187,143.97728,Entire home/apt,535.0,2,0,,,539,266,0,
726259058725330647,Breathtaking Water Views,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4116,144.17537,Entire home/apt,320.0,2,2,2024-01-02,0.08,539,282,1,
726285529362668251,Devlin's Historic Cottage,1772693,Portland Seaview,,Glenelg,-38.3712,141.40296,Entire home/apt,247.0,2,7,2024-11-29,0.56,21,163,5,
726377823422446551,Bushviews,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4129,144.16751,Entire home/apt,438.0,2,0,,,539,278,0,
726409548824057892,Carrageen,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53013,143.97454,Entire home/apt,394.0,2,1,2024-04-21,0.12,539,263,1,
726439356184152286,Clovelly,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53912,143.97122,Entire home/apt,667.0,2,2,2024-02-17,0.19,539,265,2,
726448285229999015,Coastal Haven,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42649,144.1725,Entire home/apt,300.0,2,0,,,539,18,0,
726466408574423483,Corymbia,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40269,144.18218,Entire home/apt,196.0,2,0,,,539,19,0,
726606327024874673,Craiglee,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53528,143.9686,Entire home/apt,541.0,2,5,2024-02-22,0.19,539,237,1,
726608861737777576,Debonair 1,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41183,144.18698,Entire home/apt,354.0,2,3,2024-09-28,0.29,539,263,3,
726612920548085186,Len's Place,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53146,143.97607,Entire home/apt,532.0,2,4,2024-11-10,0.27,539,245,3,
726623004439313868,One At Seventy Seven,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5254,143.97863,Entire home/apt,405.0,2,0,,,539,257,0,
726632001616341218,Eagle Point - The best Aireys inlet has to offer,84586909,Great Ocean Road Holidays,,Surf Coast,-38.45639,144.11681,Entire home/apt,2616.0,2,0,,,539,175,0,
726636531174726631,One At Eight,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54496,143.97471,Entire home/apt,546.0,2,0,,,539,269,0,
726640556392667285,Easy on Eighth,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42849,144.17675,Entire home/apt,421.0,2,0,,,539,246,0,
726656197465398428,Erskine Dreaming,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5334,143.96899,Entire home/apt,653.0,2,0,,,539,279,0,
726674278184589896,Farm Crosse,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53142,143.97685,Entire home/apt,434.0,2,1,2024-02-18,0.1,539,237,1,
726678310980181113,"Fern - Ocean Views, Middle Of Town",84586909,Great Ocean Road Holidays,,Surf Coast,-38.54275,143.97422,Entire home/apt,690.0,2,0,,,539,201,0,
726923955786090503,Treehouse - 2 min walk to the beach & ocean views!,481582873,Briony,,Colac Otway,-38.63667146291304,143.89017172698362,Entire home/apt,850.0,2,21,2024-12-22,0.84,1,294,13,
727041730126478663,Light bright and modern 4BR family getaway,269170232,Vanessa,,Greater Geelong,-38.12465,144.64958,Entire home/apt,354.0,2,25,2024-10-01,0.95,1,123,8,
727074440540102544,"Horizons - Luxurious, With Bonus Wi-Fi And Netflix",84586909,Great Ocean Road Holidays,,Surf Coast,-38.54769,143.97772,Entire home/apt,451.0,2,2,2023-07-02,0.11,539,226,0,
727126324332060878,Coastal Cottage,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41945,144.16971,Entire home/apt,331.0,2,0,,,539,288,0,
727137836038188760,Jackson On The Hill,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41366,144.17956,Entire home/apt,451.0,2,5,2024-07-15,0.32,539,253,1,
727141500697019411,Jewel On Jackson,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4133,144.17801,Entire home/apt,400.0,2,0,,,539,112,0,
727180617754488306,Kate's Cottage,84586909,Great Ocean Road Holidays,,Surf Coast,-38.45897,144.11014,Entire home/apt,224.0,2,0,,,539,286,0,
727190684720385313,Kennett Bach,84586909,Great Ocean Road Holidays,,Colac Otway,-38.66773,143.85811,Entire home/apt,241.0,2,5,2024-11-23,0.42,539,250,5,
727219482707392749,BRAND NEW Modern 5 bedroom beach house,58551502,Casa Amalfi,,Greater Geelong,-38.13392,144.70461,Entire home/apt,720.0,2,15,2024-06-10,0.61,1,347,8,
727225917772652964,Point Grey Apartment 13,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54918,143.98414,Entire home/apt,350.0,2,0,,,539,269,0,
727269704913362173,Point Grey Apartment One,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54862,143.984,Entire home/apt,300.0,2,4,2024-03-03,0.34,539,263,4,
727329092054056330,Ravenswood,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54236,143.9728,Entire home/apt,1418.0,2,0,,,539,263,0,
727674380408153786,Auldy's on East Beach,68601670,Langleys Accommodation,,Moyne,-38.37606,142.24402,Entire home/apt,615.0,2,4,2024-12-17,0.28,117,231,3,
727681420151222189,Stirling Rise,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5451,143.97606,Entire home/apt,440.0,2,2,2024-04-07,0.14,539,277,1,
727715651697003957,Sunhaven,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52649,143.9805,Entire home/apt,503.0,2,3,2024-02-17,0.16,539,276,1,
727754396471980429,Pleasant Banks,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46214,144.09965,Entire home/apt,345.0,2,0,,,539,260,0,
727796187258698680,The Beach Shack,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52349,143.98097,Entire home/apt,292.0,2,1,2024-09-16,0.29,539,259,1,
727826570330632732,Yellow Gum Family Retreat - With room for a boat,466856181,Helen,,Greater Geelong,-38.24918,144.52287,Entire home/apt,7261.0,2,18,2024-11-24,0.73,52,31,6,
728005554253607396,Lorne Chalet Apartment 29,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53693,143.97365,Entire home/apt,384.0,2,0,,,539,227,0,
728017633992556530,Lorne Chalet Apartment 40,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5385,143.97275,Entire home/apt,371.0,2,0,,,539,234,0,
728020140657288239,Lorne Chalet Apartment 42,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53786,143.97397,Entire home/apt,461.0,2,1,2024-11-19,0.75,539,233,1,
728022160685190530,Lorne Escape,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53667,143.96887,Entire home/apt,350.0,2,0,,,539,6,0,
728081552153819693,Mandy's House,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46463,144.08712,Entire home/apt,281.0,2,2,2023-07-16,0.08,539,235,0,
728361629035154724,“Kayesea”- a beautiful & comfortable beach escape!,481830792,Susie,,Greater Geelong,-38.2517213,144.5532666,Entire home/apt,500.0,1,36,2024-12-26,1.4,1,328,11,
728685493343763024,Cosy Apollo Bay Family Beach House with EV Charger,149228970,Ian,,Colac Otway,-38.7499322,143.6599361,Entire home/apt,524.0,2,36,2024-12-18,1.42,1,128,13,
728763683781147743,Hideaway on Griffiths-Hideaway Lane to East Beach,270695470,Kate,,Moyne,-38.37908,142.24399,Entire home/apt,778.0,2,48,2024-12-23,2.19,1,79,24,
728778144644978535,Oceanswell,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54811,143.97464,Entire home/apt,451.0,2,2,2024-08-25,0.13,539,265,1,
728817402331525292,Moggs View,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46729,144.06431,Entire home/apt,251.0,2,1,2022-10-26,0.04,539,273,0,
728820917180619759,Mojo - Located in a prime position on Lornes front,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54635,143.98333,Entire home/apt,501.0,2,0,,,539,3,0,
728855282909126813,Morgans @ Lorne,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54151,143.97048,Entire home/apt,320.0,2,0,,,539,269,0,
729102552330110794,Marengo Beach House - Stunning ocean views,104022814,Otway Retreats,,Colac Otway,-38.77930069,143.66400146,Entire home/apt,904.0,2,10,2024-12-15,0.41,63,257,3,
729123658355589542,Self contained 2-bedroom cabin in Otways #2,479599498,Fiona,,Surf Coast,-38.42539,143.86587,Entire home/apt,149.0,1,54,2024-09-29,2.01,5,73,10,
729130113084181156,Serene 2-bedroom cabin in beautiful Pennyroyal #5,479599498,Fiona,,Surf Coast,-38.42674,143.86427,Entire home/apt,189.0,1,68,2024-11-16,2.51,5,73,15,
729148079530329547,The Cliff's Edge,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4684,144.08331,Entire home/apt,621.0,2,8,2024-07-07,0.35,539,278,3,
729168716486576929,The Grove,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53845,143.97,Entire home/apt,663.0,2,2,2024-11-16,0.14,539,254,1,
729205965224976794,Beach Life,11132246,Aaron,,Greater Geelong,-38.1421865,144.7099873,Entire home/apt,612.0,2,2,2024-03-31,0.08,61,350,1,
729207977927598760,The Pink Lodge 3 Bed,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53993,143.97343,Entire home/apt,515.0,2,0,,,539,222,0,
729222082598904619,The Pole House,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46775,144.07825,Entire home/apt,1171.0,1,12,2024-11-29,0.66,539,93,10,
729226594629354048,The Property,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41405,144.17758,Entire home/apt,260.0,2,4,2024-09-09,0.25,539,225,2,
729334320057640363,The View,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4714,144.04471,Entire home/apt,4969.0,2,0,,,539,298,0,
729391691890128618,Torquay Sea-Cret,84586909,Great Ocean Road Holidays,,Surf Coast,-38.32678,144.32035,Entire home/apt,366.0,2,0,,,539,286,0,
729399734920440834,Tranquil Time On Tenth,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42512,144.17479,Entire home/apt,571.0,2,1,2024-01-01,0.08,539,282,1,
729412313176117200,Tri-Kahl,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53724,143.96999,Entire home/apt,241.0,2,0,,,539,248,0,
729415836991904456,Trouvaille At Wye,84586909,Great Ocean Road Holidays,,Colac Otway,-38.63146,143.89316,Entire home/apt,537.0,2,1,2022-11-01,0.04,539,259,0,
729418897609811835,Tucker House,84586909,Great Ocean Road Holidays,,Colac Otway,-38.6312,143.8924,Entire home/apt,350.0,2,3,2023-12-19,0.14,539,109,0,
729422386827636490,Tumbaramba,84586909,Great Ocean Road Holidays,,Colac Otway,-38.63498,143.88801,Entire home/apt,367.0,2,1,2023-06-11,0.05,539,262,0,
729461259055715260,Luxurious King Bed Studio,83222915,Hugh,,Greater Geelong,-38.17058,144.41,Entire home/apt,195.0,2,209,2024-12-27,7.83,1,168,80,
729813322248814950,Beach Breeze.  Endless ocean views,84844682,Marshall,,Colac Otway,-38.72205,143.71781,Entire home/apt,692.0,2,17,2024-11-03,0.66,1,159,8,
729850240830542401,Vacation Mode,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5294,143.97469,Entire home/apt,421.0,2,1,2024-01-04,0.08,539,286,1,
729860304261648973,Vantage Point,84586909,Great Ocean Road Holidays,,Surf Coast,-38.51907,143.98679,Entire home/apt,851.0,2,2,2023-12-27,0.09,539,144,0,
729878897652605057,Vue De Mer,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53807,143.96854,Entire home/apt,1189.0,2,4,2024-02-10,0.23,539,261,1,
729885453221150271,Oasis Springs,11132246,Aaron,,Greater Geelong,-38.1620725,144.5702273,Entire home/apt,281.0,2,1,2023-04-10,0.05,61,345,0,
729888957134217467,Warrina at Anglesea,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41694,144.17026,Entire home/apt,499.0,2,1,2024-09-29,0.33,539,285,1,
729920681926461515,Waverley Retreat,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53186,143.97246,Entire home/apt,388.0,2,2,2024-02-08,0.09,539,265,1,
729949360739000394,Windform House,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4664,144.06003,Entire home/apt,1800.0,2,5,2024-04-21,0.25,539,249,1,
730018316163356517,Ipoh - Point Lonsdale,98096620,Damian Allan,,Greater Geelong,-38.2771,144.60761,Entire home/apt,496.0,2,3,2023-03-06,0.12,102,150,0,
730036936276042184,Moonraker,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5487,143.97656,Entire home/apt,815.0,2,1,2024-04-10,0.11,539,273,1,
730521634855350702,South Moffat - Spectacular Views  Modern Styling,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54999,143.98285,Entire home/apt,320.0,2,1,2022-11-01,0.04,539,177,0,
730522135859976966,1 Luana - Lorne,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54179,143.97386,Entire home/apt,898.0,2,0,,,539,282,0,
730526259800244664,Whitecaps,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54497,143.97531,Entire home/apt,966.0,2,0,,,539,246,0,
730664072476639117,"Sand, Surf & Sunshine",84586909,Great Ocean Road Holidays,,Surf Coast,-38.40989,144.1809,Entire home/apt,300.0,2,0,,,539,32,0,
730677333697849337,Sandy Beach Apt 4,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53766,143.97526,Entire home/apt,230.0,2,4,2024-03-22,0.21,539,258,3,
730682690863821039,Sandy Beach One,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53783,143.97464,Entire home/apt,446.0,2,0,,,539,149,0,
730819238206157829,Coastal family home with nature on your doorstep.,208384071,Brett,,Greater Geelong,-38.25835,144.55164,Entire home/apt,450.0,4,2,2024-01-04,0.08,1,302,1,
730827145053480821,Seahaven - Stunning Modern Features,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53166,143.97621,Entire home/apt,551.0,2,0,,,539,288,0,
730836202479035559,Seaside On Seventh - Anglesea,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42165,144.17518,Entire home/apt,432.0,2,0,,,539,244,0,
730854823810052014,Seventh Heaven - Anglesea,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42298,144.17336,Entire home/apt,383.0,2,1,2023-06-11,0.05,539,259,0,
730860357375800334,Shady Nook,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42664,144.17641,Entire home/apt,310.0,2,0,,,539,265,0,
730861876031793671,Serendipity - Luxury On Every Level,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53701,143.96694,Entire home/apt,1221.0,2,0,,,539,276,0,
731246066824329757,Sandyland,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53158,143.97381,Entire home/apt,676.0,2,1,2024-03-29,0.11,539,54,1,
731450743110316108,Marittimo,98096620,Damian Allan,,Queenscliffe,-38.28626,144.61377,Entire home/apt,614.0,2,1,2023-12-03,0.08,102,136,0,
732108238515207369,Waterfront Apartments: 1 Bedroom Executive (4401),140206749,Courtney,,Greater Geelong,-38.14509231812588,144.36401375396727,Entire home/apt,303.0,2,19,2024-11-09,0.79,33,44,10,
732333244415565183,Sun filled beach house in the middle of town.,446753665,George,,Surf Coast,-38.33311,144.32061,Entire home/apt,519.0,5,15,2024-04-01,0.62,1,151,4,
732706142366326046,Lonsdale Shores Luxe Beachside Home,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.2682046,144.6171688,Entire home/apt,518.0,2,11,2024-01-18,0.45,137,20,2,
732944310782496517,"Josephine, luxury in the Otways",440926821,Jacqueline And Andrew,,Colac Otway,-38.664185887203374,143.44777319580317,Entire home/apt,400.0,3,53,2024-12-09,2.06,1,185,25,
733020940066272475,Sweet Cabin in the Vines - #2 - Blame Mabel,165276748,Mel,,Greater Geelong,-37.88391,144.25701,Entire home/apt,135.0,1,81,2024-12-26,3.13,5,264,48,
733394668392703224,Bespoke house in the trees with ocean views.,46656140,Paul,,Colac Otway,-38.66345,143.85936,Entire home/apt,350.0,2,13,2024-12-21,0.52,1,115,5,
733523255793403250,Luxe studio overlooking Barwon River in Geelong,8276572,Rebecca,,Greater Geelong,-38.15700238035111,144.32197143121337,Entire home/apt,350.0,2,49,2024-11-16,1.83,1,166,30,
733658903354215272,Studio Kelp | Private pet-friendly studio,339747140,Erin,,Greater Geelong,-38.26715136988585,144.61775370223128,Entire home/apt,159.0,1,140,2024-12-14,5.26,1,4,58,
733695637529491617,"133 Bluff, St Leonards",482832785,Jo,,Greater Geelong,-38.18874,144.70611,Entire home/apt,400.0,2,6,2024-12-25,0.27,1,160,3,
734954131843079485,The Scoop,129945846,Queenscliff And Coastal,,Queenscliffe,-38.26802,144.6591,Entire home/apt,558.0,2,1,2024-03-31,0.11,55,306,1,
735044209256320368,Annie’s on Ti Tree-Country bush private hideaway.,480384914,Annie,,Southern Grampians,-37.8706828,142.2880914,Entire home/apt,190.0,1,82,2024-11-04,3.1,1,351,39,
735099228023417862,Beach house in the Heart of Anglesea,26036045,Alicia,,Surf Coast,-38.40423,144.1871,Entire home/apt,586.0,2,18,2024-12-26,0.75,1,0,10,
736542909761172974,Sunset Shack - Sleeps 6 - Dog friendly!,466856181,Helen,,Greater Geelong,-38.26299,144.54864,Entire home/apt,728.0,2,48,2024-11-23,1.86,52,220,13,
736650025480088360,Zeally Sands Pool Retreat,436105044,Airready,,Surf Coast,-38.3091034,144.3436835,Entire home/apt,872.0,2,52,2024-12-16,2.01,57,73,19,
737014165062612424,"Beautiful, light-filled home in Belmont",7347706,Evangeline,,Greater Geelong,-38.18461,144.35204,Entire home/apt,388.0,2,16,2024-04-08,1.2,1,13,12,
737278479374807066,Oceania 4,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54816,143.98353,Entire home/apt,640.0,2,0,,,539,38,0,
737280459423706288,Mia's Place in Geelong West,53483056,Haven Retreat,,Greater Geelong,-38.14489,144.3376,Entire home/apt,279.0,2,15,2023-04-10,0.57,22,91,0,
737287472573167623,Country Living 1 Bedroom Accommodation,483527553,Joanne,,Corangamite,-38.33925,143.07707,Private room,160.0,1,26,2024-12-04,1.06,1,355,12,
737344036772558594,Family friendly 5 bedroom house with large yard,18025304,Stephanie,,Warrnambool,-38.35456,142.46616,Entire home/apt,728.0,2,25,2024-09-24,0.96,27,5,8,
737936436946026218,3 Storey Ocean Villa with Mountain Views,483642892,Ocean And Mountain View Villa,,Colac Otway,-38.75227580000001,143.6681491,Entire home/apt,629.0,2,34,2024-12-09,1.4,1,161,15,
739441413827018495,Parrwang Rest,11132246,Aaron,,Greater Geelong,-38.1147577,144.6625783,Entire home/apt,306.0,2,6,2023-11-06,0.25,61,352,0,
739451556947665375,Newly Renovated Coastal Home,300409824,Luke,,Greater Geelong,-38.2630367,144.5510191,Entire home/apt,585.0,2,26,2024-12-26,1.08,1,336,13,
739543101303508252,Ramsgate Barwon Heads,483926588,Ash,,Greater Geelong,-38.28284800099493,144.49011980967956,Entire home/apt,672.0,2,55,2024-11-23,2.09,1,16,17,
739586058868932949,The Hideaway,436105044,Airready,,Surf Coast,-38.4574641,144.1107379,Entire home/apt,609.0,2,33,2024-11-05,1.28,57,56,20,
740042875223337132,Newcombe Retreat,11132246,Aaron,,Greater Geelong,-38.1171839,144.6678848,Entire home/apt,412.0,2,8,2024-04-01,0.3,61,330,1,
740059968588581672,European Style Escape in Geelong,484043907,Danielle,,Greater Geelong,-38.1563,144.36154,Entire home/apt,308.0,2,55,2024-11-30,2.73,2,19,28,
740078137930860540,Ultimate ocean views at Neptune apartment.,225779177,Megan,,Glenelg,-38.343688362726645,141.60628482699394,Entire home/apt,270.0,2,52,2024-12-11,2.01,1,136,25,
740244172576659352,Walk to the beach!,103642351,Andrew,,Greater Geelong,-38.26545,144.52115,Entire home/apt,400.0,5,2,2024-01-01,0.08,1,96,1,
740308127002233405,Creating Memories on Wyndham - sleeps 16!,449664812,Host On The Coast,,Greater Geelong,-38.17086,144.55461,Entire home/apt,1300.0,2,71,2024-12-08,2.77,61,140,28,
740663354042972234,Surf's Up - Ocean views & outside firepit,104022814,Otway Retreats,,Colac Otway,-38.7234993,143.71699524,Entire home/apt,879.0,2,30,2024-10-24,1.16,63,264,21,
740748039674516709,Coastal Retreat in Armstrong Creek,409066223,Olivia,,Greater Geelong,-38.22242,144.3545,Entire home/apt,425.0,2,15,2024-01-20,0.62,1,17,7,
740901138987460544,Torquay 3 bedroom coastal retreat,42549309,Troy,,Surf Coast,-38.31941,144.31277,Entire home/apt,550.0,6,0,,,1,30,0,
741043473314154419,Ultimate family beach house with heated pool,11529681,Barbara,,Queenscliffe,-38.26988546369636,144.6249189423279,Entire home/apt,283.0,5,18,2024-11-25,0.76,1,232,14,
741386020765597881,Sundrenched Barwon Heads,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.26679,144.4915,Entire home/apt,629.0,2,37,2024-12-20,1.4,137,157,11,
741449123055142129,Sea Spray Retreat,436105044,Airready,,Surf Coast,-38.3501334,144.2955547,Entire home/apt,525.0,2,33,2024-11-10,1.43,57,303,18,
741523975914550122,Seashells - a luxury adults only retreat,44160288,Port Fairy Retreats,,Moyne,-38.3852002,142.2360437,Entire home/apt,414.0,2,24,2024-12-21,0.98,4,252,10,
741542850924120673,"""The Shouse"" quiet, cosy, private accommodation",148894821,Belinda,,Corangamite,-38.32849518348007,143.07892393068852,Entire home/apt,194.0,1,73,2024-12-03,2.98,1,352,35,
741568650409376545,The Yacht's Corner - Waterfront Apartment!,175396499,Warren,,Greater Geelong,-38.14612170833124,144.36397083862303,Entire home/apt,268.0,1,55,2024-12-13,2.09,10,116,32,
741606076780168756,City to coast stay with parking (Winki Pop room),209642835,Elly,,Greater Geelong,-38.20615,144.33614,Private room,80.0,1,39,2024-11-13,1.51,3,64,29,
741712502039654808,Luxury beachfront  home in the heart of town,484348974,Kate-Mark,,Colac Otway,-38.75609439999999,143.6690763,Entire home/apt,650.0,2,42,2024-12-26,1.69,1,326,23,
742276612961213371,"All Beached Out -8 guests, central, 450m to beach!",466856181,Helen,,Greater Geelong,-38.26966,144.52029,Entire home/apt,5686.0,2,6,2024-11-06,0.25,52,247,2,
742292407837445237,Orontes Cottage - Geelong Rippleside Retreat,53483056,Haven Retreat,,Greater Geelong,-38.12406,144.35609,Entire home/apt,338.0,2,23,2024-11-17,0.92,22,157,12,
742896929328726616,Seamount - Apollo Bay. Dogs - Wood Fire - Spa,5260129,Sharon,,Colac Otway,-38.747055556482856,143.6687752343933,Entire home/apt,861.0,2,10,2024-09-26,0.41,14,338,2,
743848563700338421,Relaxed and spacious surf retreat,1502774,Larissa,,Surf Coast,-38.33535,144.30752,Entire home/apt,176.0,2,128,2024-12-27,4.86,1,16,34,
743866280566055226,Bright 3 bedroom family home in river precinct.,124677979,Jessica,,Greater Geelong,-38.16711,144.34739,Entire home/apt,480.0,5,2,2023-03-20,0.08,1,137,0,
744385585945174369,Bird Rock Shack -200m to beach & pet friendly!,173429646,Sally - Airready,,Surf Coast,-38.35037,144.29864,Entire home/apt,555.0,2,73,2024-12-06,2.84,44,69,28,
744426497694431669,Bluestone Homestead - 4 Bedroom Family Farm Stay,57988286,Megan,,Southern Grampians,-37.66773,141.84617,Entire home/apt,350.0,1,61,2024-12-24,2.31,1,318,28,
744485475295441699,"Torquay Coastal Townhouse, 2 Bedrooms with Deck",12796908,Claudia,,Surf Coast,-38.31304,144.31971,Entire home/apt,517.0,2,72,2024-12-14,2.83,1,333,37,
